Times,CPU Temperature (°„C),CPU Usage (%),Adjusted CPU Power (W),CPU Energy (J),GPU Temperature (°„C),GPU Usage (%),Adjusted GPU Power (W),GPU Energy (J),Total Energy (J)
1357,45,1.71,115,1.97,62,94,110,103.4,105.37
1358,45,1.71,115,1.97,62,94,110,103.4,105.37
1359,45,1.71,115,1.97,62,94,110,103.4,105.37
1360,45,1.71,115,1.97,63,94,110,103.4,105.37
1361,45,1.71,115,1.97,63,94,110,103.4,105.37
1362,45,1.71,115,1.97,63,93,110,102.3,104.27
1363,45,1.71,115,1.97,63,94,110,103.4,105.37
1364,45,1.71,115,1.97,64,94,110,103.4,105.37
1365,45,1.71,115,1.97,64,94,110,103.4,105.37
1366,45,1.71,115,1.97,64,94,110,103.4,105.37
1367,45,1.71,115,1.97,64,92,110,101.2,103.17
1368,45,1.71,115,1.97,64,93,110,102.3,104.27
1369,45,1.71,115,1.97,65,94,110,103.4,105.37
1370,45,1.71,115,1.97,65,93,110,102.3,104.27
1371,45,1.71,115,1.97,60,43,110,47.3,49.27
1372,45,1.71,115,1.97,57,0,110,0,1.97
1373,45,1.71,115,1.97,56,0,110,0,1.97
1374,45,1.71,115,1.97,56,13,110,14.3,16.27
1375,45,1.71,115,1.97,61,47,110,51.7,53.67
1376,45,1.71,115,1.97,61,46,110,50.6,52.57
1377,45,1.71,115,1.97,56,0,110,0,1.97
1378,45,1.71,115,1.97,55,0,110,0,1.97
1379,45,1.71,115,1.97,61,63,110,69.3,71.27
1380,45,1.71,115,1.97,57,47,110,51.7,53.67
1381,45,1.71,115,1.97,55,0,110,0,1.97
1382,45,1.71,115,1.97,59,34,110,37.4,39.37
1383,45,1.71,115,1.97,55,15,110,16.5,18.47
1384,45,1.71,115,1.97,54,0,110,0,1.97
1385,45,1.71,115,1.97,54,0,110,0,1.97
1386,45,1.71,115,1.97,59,43,110,47.3,49.27
1387,45,1.71,115,1.97,55,12,110,13.2,15.17
1388,45,1.71,115,1.97,60,54,110,59.4,61.37
1389,45,1.71,115,1.97,54,21,110,23.1,25.07
1390,45,1.71,115,1.97,54,23,110,25.3,27.27
1391,45,1.71,115,1.97,55,42,110,46.2,48.17
1392,45,1.71,115,1.97,56,49,110,53.9,55.87
1393,45,1.71,115,1.97,54,22,110,24.2,26.17
1394,45,1.71,115,1.97,55,46,110,50.6,52.57
1395,45,1.71,115,1.97,60,49,110,53.9,55.87
1396,45,1.71,115,1.97,54,17,110,18.7,20.67
1397,45,1.71,115,1.97,54,0,110,0,1.97
1398,45,1.71,115,1.97,55,27,110,29.7,31.67
1399,45,1.71,115,1.97,53,0,110,0,1.97
1400,45,1.71,115,1.97,54,46,110,50.6,52.57
1401,45,1.71,115,1.97,53,11,110,12.1,14.07
1402,45,1.71,115,1.97,53,0,110,0,1.97
1403,45,1.71,115,1.97,61,94,110,103.4,105.37
1404,45,1.71,115,1.97,61,93,110,102.3,104.27
1405,45,1.71,115,1.97,62,94,110,103.4,105.37
1406,45,1.71,115,1.97,62,94,110,103.4,105.37
1407,45,1.71,115,1.97,62,93,110,102.3,104.27
1408,45,1.71,115,1.97,63,94,110,103.4,105.37
1409,45,1.71,115,1.97,63,94,110,103.4,105.37
1410,45,1.71,115,1.97,63,93,110,102.3,104.27
1411,45,1.71,115,1.97,64,94,110,103.4,105.37
1412,45,1.71,115,1.97,63,94,110,103.4,105.37
1413,45,1.71,115,1.97,63,94,110,103.4,105.37
1414,45,1.71,115,1.97,64,94,110,103.4,105.37
1415,45,1.71,115,1.97,64,93,110,102.3,104.27
1416,45,1.71,115,1.97,64,93,110,102.3,104.27
1417,45,1.71,115,1.97,64,93,110,102.3,104.27
1418,45,1.71,115,1.97,64,93,110,102.3,104.27
1419,45,1.71,115,1.97,65,93,110,102.3,104.27
1420,45,1.71,115,1.97,65,93,110,102.3,104.27
1421,45,1.71,115,1.97,60,50,110,55,56.97
1422,45,1.71,115,1.97,57,0,110,0,1.97
1423,45,1.71,115,1.97,56,0,110,0,1.97
1424,45,1.71,115,1.97,56,11,110,12.1,14.07
1425,45,1.71,115,1.97,58,52,110,57.2,59.17
1426,45,1.71,115,1.97,62,54,110,59.4,61.37
1427,45,1.71,115,1.97,56,0,110,0,1.97
1428,45,1.71,115,1.97,55,21,110,23.1,25.07
1429,45,1.71,115,1.97,58,27,110,29.7,31.67
1430,45,1.71,115,1.97,62,49,110,53.9,55.87
1431,45,1.71,115,1.97,55,0,110,0,1.97
1432,45,1.71,115,1.97,56,53,110,58.3,60.27
1433,45,1.71,115,1.97,55,1,110,1.1,3.07
1434,45,1.71,115,1.97,56,49,110,53.9,55.87
1435,45,1.71,115,1.97,54,0,110,0,1.97
1436,45,1.71,115,1.97,56,60,110,66,67.97
1437,45,1.71,115,1.97,60,29,110,31.9,33.87
1438,45,1.71,115,1.97,56,50,110,55,56.97
1439,45,1.71,115,1.97,54,21,110,23.1,25.07
1440,45,1.71,115,1.97,54,0,110,0,1.97
1441,45,1.71,115,1.97,60,51,110,56.1,58.07
1442,45,1.71,115,1.97,54,33,110,36.3,38.27
1443,45,1.71,115,1.97,57,44,110,48.4,50.37
1444,45,1.71,115,1.97,55,36,110,39.6,41.57
1445,45,1.71,115,1.97,54,12,110,13.2,15.17
1446,45,1.71,115,1.97,56,52,110,57.2,59.17
1447,45,1.71,115,1.97,54,0,110,0,1.97
1448,45,1.71,115,1.97,55,8,110,8.8,10.77
1449,45,1.71,115,1.97,54,21,110,23.1,25.07
1450,45,1.71,115,1.97,54,44,110,48.4,50.37
1451,45,1.71,115,1.97,58,13,110,14.3,16.27
1452,45,1.71,115,1.97,60,87,110,95.7,97.67
1453,45,1.71,115,1.97,62,94,110,103.4,105.37
1454,45,1.71,115,1.97,62,94,110,103.4,105.37
1455,45,1.71,115,1.97,62,94,110,103.4,105.37
1456,45,1.71,115,1.97,62,94,110,103.4,105.37
1457,45,1.71,115,1.97,62,94,110,103.4,105.37
1458,45,1.71,115,1.97,63,93,110,102.3,104.27
1459,45,1.71,115,1.97,63,94,110,103.4,105.37
1460,45,1.71,115,1.97,63,93,110,102.3,104.27
1461,45,1.71,115,1.97,63,94,110,103.4,105.37
1462,45,1.71,115,1.97,57,0,110,0,1.97
1463,45,1.72,115,1.97,56,0,110,0,1.97
1464,45,1.72,115,1.97,55,0,110,0,1.97
1465,45,1.72,115,1.97,59,40,110,44,45.97
1466,45,1.72,115,1.97,56,13,110,14.3,16.27
1467,45,1.72,115,1.97,55,0,110,0,1.97
1468,45,1.72,115,1.97,54,10,110,11,12.97
1469,45,1.72,115,1.97,58,1,110,1.1,3.07
1470,45,1.72,115,1.97,61,59,110,64.9,66.87
1471,45,1.72,115,1.97,55,30,110,33,34.97
1472,45,1.72,115,1.97,54,0,110,0,1.97
1473,45,1.72,115,1.97,59,11,110,12.1,14.07
1474,45,1.72,115,1.97,54,0,110,0,1.97
1475,45,1.72,115,1.97,54,12,110,13.2,15.17
1476,45,1.72,115,1.97,54,0,110,0,1.97
1477,45,1.72,115,1.97,57,51,110,56.1,58.07
1478,45,1.72,115,1.97,56,51,110,56.1,58.07
1479,45,1.72,115,1.97,54,0,110,0,1.97
1480,45,1.72,115,1.97,58,8,110,8.8,10.77
1481,45,1.72,115,1.97,54,0,110,0,1.97
1482,45,1.72,115,1.97,60,51,110,56.1,58.07
1483,45,1.72,115,1.97,57,22,110,24.2,26.17
1484,45,1.72,115,1.97,59,48,110,52.8,54.77
1485,45,1.72,115,1.97,59,51,110,56.1,58.07
1486,45,1.72,115,1.97,57,54,110,59.4,61.37
1487,45,1.72,115,1.97,54,1,110,1.1,3.07
1488,45,1.72,115,1.97,53,0,110,0,1.97
1489,45,1.72,115,1.97,54,55,110,60.5,62.47
1490,45,1.72,115,1.97,55,9,110,9.9,11.87
1491,45,1.72,115,1.97,54,48,110,52.8,54.77
1492,45,1.72,115,1.97,55,54,110,59.4,61.37
1493,45,1.72,115,1.97,63,100,110,110,111.97
1494,45,1.72,115,1.97,61,93,110,102.3,104.27
1495,45,1.72,115,1.97,61,93,110,102.3,104.27
1496,45,1.72,115,1.97,62,93,110,102.3,104.27
1497,45,1.72,115,1.97,62,94,110,103.4,105.37
1498,45,1.72,115,1.97,62,93,110,102.3,104.27
1499,45,1.72,115,1.97,63,93,110,102.3,104.27
1500,45,1.72,115,1.97,63,93,110,102.3,104.27
1501,45,1.72,115,1.97,63,94,110,103.4,105.37
1502,45,1.72,115,1.97,63,93,110,102.3,104.27
1503,45,1.72,115,1.97,63,93,110,102.3,104.27
1504,45,1.72,115,1.97,64,93,110,102.3,104.27
1505,45,1.72,115,1.97,64,94,110,103.4,105.37
1506,45,1.72,115,1.97,57,15,110,16.5,18.47
1507,45,1.72,115,1.97,56,0,110,0,1.97
1508,45,1.72,115,1.97,55,0,110,0,1.97
1509,45,1.72,115,1.97,59,40,110,44,45.97
1510,45,1.72,115,1.97,55,15,110,16.5,18.47
1511,45,1.72,115,1.97,56,25,110,27.5,29.47
1512,45,1.72,115,1.97,55,0,110,0,1.97
1513,45,1.72,115,1.97,54,21,110,23.1,25.07
1514,45,1.72,115,1.97,57,42,110,46.2,48.17
1515,45,1.72,115,1.97,61,44,110,48.4,50.37
1516,45,1.72,115,1.97,54,0,110,0,1.97
1517,45,1.72,115,1.97,54,8,110,8.8,10.77
1518,45,1.72,115,1.97,54,0,110,0,1.97
1519,45,1.72,115,1.97,55,51,110,56.1,58.07
1520,45,1.72,115,1.97,54,21,110,23.1,25.07
1521,45,1.72,115,1.98,59,48,110,52.8,54.78
1522,45,1.72,115,1.98,58,49,110,53.9,55.88
1523,45,1.72,115,1.98,54,0,110,0,1.98
1524,45,1.72,115,1.98,54,9,110,9.9,11.88
1525,45,1.72,115,1.98,53,0,110,0,1.98
1526,45,1.72,115,1.98,58,49,110,53.9,55.88
1527,45,1.72,115,1.98,54,4,110,4.4,6.38
1528,45,1.72,115,1.98,58,46,110,50.6,52.58
1529,45,1.72,115,1.98,58,28,110,30.8,32.78
1530,45,1.72,115,1.98,56,48,110,52.8,54.78
1531,45,1.72,115,1.98,57,56,110,61.6,63.58
1532,45,1.72,115,1.98,53,21,110,23.1,25.08
1533,45,1.72,115,1.98,55,44,110,48.4,50.38
1534,45,1.72,115,1.98,53,0,110,0,1.98
1535,45,1.72,115,1.98,54,53,110,58.3,60.28
1536,45,1.72,115,1.98,54,30,110,33,34.98
1537,45,1.72,115,1.98,60,94,110,103.4,105.38
1538,45,1.72,115,1.98,61,93,110,102.3,104.28
1539,45,1.72,115,1.98,61,93,110,102.3,104.28
1540,45,1.72,115,1.98,62,94,110,103.4,105.38
1541,45,1.72,115,1.98,62,93,110,102.3,104.28
1542,45,1.72,115,1.98,62,93,110,102.3,104.28
1543,45,1.72,115,1.98,63,93,110,102.3,104.28
1544,45,1.72,115,1.98,64,94,110,103.4,105.38
1545,45,1.72,115,1.98,63,94,110,103.4,105.38
1546,45,1.72,115,1.98,63,94,110,103.4,105.38
1547,45,1.72,115,1.98,56,3,110,3.3,5.28
1548,45,1.72,115,1.98,55,0,110,0,1.98
1549,45,1.72,115,1.98,55,0,110,0,1.98
1550,45,1.72,115,1.98,58,15,110,16.5,18.48
1551,45,1.72,115,1.98,55,24,110,26.4,28.38
1552,45,1.72,115,1.98,55,44,110,48.4,50.38
1553,45,1.72,115,1.98,54,2,110,2.2,4.18
1554,45,1.72,115,1.98,54,21,110,23.1,25.08
1555,45,1.72,115,1.98,56,36,110,39.6,41.58
1556,45,1.72,115,1.98,56,45,110,49.5,51.48
1557,45,1.72,115,1.98,54,0,110,0,1.98
1558,45,1.72,115,1.98,55,43,110,47.3,49.28
1559,45,1.72,115,1.98,54,1,110,1.1,3.08
1560,45,1.72,115,1.98,55,9,110,9.9,11.88
1561,45,1.72,115,1.98,53,0,110,0,1.98
1562,45,1.72,115,1.98,57,49,110,53.9,55.88
1563,45,1.72,115,1.98,58,8,110,8.8,10.78
1564,45,1.72,115,1.98,60,36,110,39.6,41.58
1565,45,1.72,115,1.98,53,20,110,22,23.98
1566,45,1.72,115,1.98,53,0,110,0,1.98
1567,45,1.72,115,1.98,54,30,110,33,34.98
1568,45,1.72,115,1.98,57,44,110,48.4,50.38
1569,45,1.72,115,1.98,55,49,110,53.9,55.88
1570,45,1.72,115,1.98,59,61,110,67.1,69.08
1571,45,1.72,115,1.98,56,40,110,44,45.98
1572,45,1.72,115,1.98,55,47,110,51.7,53.68
1573,45,1.72,115,1.98,53,0,110,0,1.98
1574,45,1.72,115,1.98,55,35,110,38.5,40.48
1575,45,1.72,115,1.98,53,0,110,0,1.98
1576,45,1.72,115,1.98,59,50,110,55,56.98
1577,45,1.72,115,1.98,53,11,110,12.1,14.08
1578,45,1.72,115,1.98,53,0,110,0,1.98
1579,45,1.72,115,1.98,61,94,110,103.4,105.38
1580,45,1.72,115,1.98,61,92,110,101.2,103.18
1581,45,1.72,115,1.98,61,94,110,103.4,105.38
1582,45,1.72,115,1.98,62,94,110,103.4,105.38
1583,45,1.72,115,1.98,62,94,110,103.4,105.38
1584,45,1.72,115,1.98,62,94,110,103.4,105.38
1585,45,1.72,115,1.98,62,93,110,102.3,104.28
1586,45,1.72,115,1.98,63,94,110,103.4,105.38
1587,45,1.72,115,1.98,63,94,110,103.4,105.38
1588,45,1.72,115,1.98,63,93,110,102.3,104.28
1589,45,1.72,115,1.98,63,94,110,103.4,105.38
1590,45,1.72,115,1.98,63,94,110,103.4,105.38
1591,45,1.72,115,1.98,64,94,110,103.4,105.38
1592,45,1.72,115,1.98,57,16,110,17.6,19.58
1593,45,1.72,115,1.98,56,0,110,0,1.98
1594,45,1.72,115,1.98,55,0,110,0,1.98
1595,45,1.72,115,1.98,57,56,110,61.6,63.58
1596,45,1.72,115,1.98,58,41,110,45.1,47.08
1597,45,1.72,115,1.98,55,0,110,0,1.98
1598,45,1.72,115,1.98,55,0,110,0,1.98
1599,45,1.72,115,1.98,56,45,110,49.5,51.48
1600,45,1.72,115,1.98,60,51,110,56.1,58.08
1601,45,1.72,115,1.98,55,14,110,15.4,17.38
1602,45,1.72,115,1.98,54,0,110,0,1.98
1603,45,1.72,115,1.98,55,41,110,45.1,47.08
1604,45,1.72,115,1.98,54,21,110,23.1,25.08
1605,45,1.72,115,1.98,54,14,110,15.4,17.38
1606,45,1.72,115,1.98,55,33,110,36.3,38.28
1607,45,1.72,115,1.98,55,53,110,58.3,60.28
1608,45,1.72,115,1.98,60,68,110,74.8,76.78
1609,45,1.72,115,1.98,54,0,110,0,1.98
1610,45,1.72,115,1.98,54,0,110,0,1.98
1611,45,1.72,115,1.98,57,9,110,9.9,11.88
1612,45,1.72,115,1.98,57,52,110,57.2,59.18
1613,45,1.72,115,1.98,54,11,110,12.1,14.08
1614,45,1.72,115,1.98,58,53,110,58.3,60.28
1615,45,1.72,115,1.98,54,40,110,44,45.98
1616,45,1.72,115,1.98,56,29,110,31.9,33.88
1617,45,1.72,115,1.98,54,0,110,0,1.98
1618,45,1.72,115,1.98,54,30,110,33,34.98
1619,45,1.72,115,1.98,53,0,110,0,1.98
1620,45,1.72,115,1.98,55,39,110,42.9,44.88
1621,45,1.72,115,1.98,57,50,110,55,56.98
1622,45,1.72,115,1.98,63,100,110,110,111.98
1623,45,1.72,115,1.98,61,94,110,103.4,105.38
1624,45,1.72,115,1.98,61,94,110,103.4,105.38
1625,45,1.72,115,1.98,62,93,110,102.3,104.28
1626,45,1.72,115,1.98,62,93,110,102.3,104.28
1627,45,1.72,115,1.98,62,93,110,102.3,104.28
1628,45,1.72,115,1.98,62,93,110,102.3,104.28
1629,45,1.72,115,1.98,63,94,110,103.4,105.38
1630,45,1.72,115,1.98,63,93,110,102.3,104.28
1631,45,1.72,115,1.98,63,94,110,103.4,105.38
1632,45,1.72,115,1.98,59,50,110,55,56.98
1633,45,1.72,115,1.98,56,0,110,0,1.98
1634,45,1.72,115,1.98,55,0,110,0,1.98
1635,45,1.72,115,1.98,55,24,110,26.4,28.38
1636,45,1.72,115,1.98,57,55,110,60.5,62.48
1637,45,1.72,115,1.98,61,52,110,57.2,59.18
1638,45,1.72,115,1.98,54,21,110,23.1,25.08
1639,45,1.72,115,1.98,54,0,110,0,1.98
1640,45,1.72,115,1.98,60,47,110,51.7,53.68
1641,45,1.72,115,1.98,56,49,110,53.9,55.88
1642,45,1.72,115,1.98,54,0,110,0,1.98
1643,45,1.72,115,1.98,56,50,110,55,56.98
1644,45,1.72,115,1.98,54,18,110,19.8,21.78
1645,45,1.72,115,1.98,56,34,110,37.4,39.38
1646,45,1.72,115,1.98,53,0,110,0,1.98
1647,45,1.72,115,1.98,56,43,110,47.3,49.28
1648,45,1.72,115,1.98,57,28,110,30.8,32.78
1649,45,1.72,115,1.98,58,27,110,29.7,31.68
1650,45,1.72,115,1.98,53,10,110,11,12.98
1651,45,1.72,115,1.98,54,42,110,46.2,48.18
1652,45,1.72,115,1.98,57,9,110,9.9,11.88
1653,45,1.72,115,1.98,55,43,110,47.3,49.28
1654,45,1.72,115,1.98,54,49,110,53.9,55.88
1655,45,1.72,115,1.98,55,50,110,55,56.98
1656,45,1.72,115,1.98,57,46,110,50.6,52.58
1657,45,1.72,115,1.98,54,46,110,50.6,52.58
1658,45,1.72,115,1.98,53,27,110,29.7,31.68
1659,45,1.72,115,1.98,58,35,110,38.5,40.48
1660,45,1.72,115,1.98,53,0,110,0,1.98
1661,45,1.72,115,1.98,58,9,110,9.9,11.88
1662,45,1.72,115,1.98,53,11,110,12.1,14.08
1663,45,1.72,115,1.98,53,16,110,17.6,19.58
1664,45,1.72,115,1.98,60,94,110,103.4,105.38
1665,45,1.72,115,1.98,61,92,110,101.2,103.18
1666,45,1.72,115,1.98,61,94,110,103.4,105.38
1667,45,1.72,115,1.98,62,93,110,102.3,104.28
1668,45,1.72,115,1.98,62,93,110,102.3,104.28
1669,45,1.72,115,1.98,62,93,110,102.3,104.28
1670,45,1.72,115,1.98,63,93,110,102.3,104.28
1671,45,1.72,115,1.98,63,94,110,103.4,105.38
1672,45,1.72,115,1.98,63,94,110,103.4,105.38
1673,45,1.72,115,1.98,62,46,110,50.6,52.58
1674,45,1.72,115,1.98,55,0,110,0,1.98
1675,45,1.72,115,1.98,54,0,110,0,1.98
1676,45,1.72,115,1.98,54,30,110,33,34.98
1677,45,1.72,115,1.98,60,52,110,57.2,59.18
1678,45,1.72,115,1.98,56,45,110,49.5,51.48
1679,45,1.72,115,1.98,55,0,110,0,1.98
1680,45,1.72,115,1.98,54,0,110,0,1.98
1681,45,1.72,115,1.98,56,52,110,57.2,59.18
1682,45,1.72,115,1.98,56,48,110,52.8,54.78
1683,45,1.72,115,1.98,54,0,110,0,1.98
1684,45,1.72,115,1.98,55,33,110,36.3,38.28
1685,45,1.72,115,1.98,54,8,110,8.8,10.78
1686,45,1.72,115,1.98,58,6,110,6.6,8.58
1687,45,1.72,115,1.98,53,0,110,0,1.98
1688,45,1.72,115,1.98,59,57,110,62.7,64.68
1689,45,1.72,115,1.98,59,11,110,12.1,14.08
1690,45,1.72,115,1.98,57,55,110,60.5,62.48
1691,45,1.72,115,1.98,53,21,110,23.1,25.08
1692,45,1.72,115,1.98,53,0,110,0,1.98
1693,45,1.72,115,1.98,54,49,110,53.9,55.88
1694,45,1.72,115,1.98,54,54,110,59.4,61.38
1695,45,1.72,115,1.98,53,24,110,26.4,28.38
1696,45,1.72,115,1.98,58,49,110,53.9,55.88
1697,45,1.72,115,1.98,54,49,110,53.9,55.88
1698,45,1.72,115,1.98,54,13,110,14.3,16.28
1699,45,1.73,115,1.98,53,0,110,0,1.98
1700,45,1.73,115,1.98,58,39,110,42.9,44.88
1701,45,1.73,115,1.98,53,0,110,0,1.98
1702,45,1.73,115,1.98,58,45,110,49.5,51.48
1703,45,1.73,115,1.98,53,5,110,5.5,7.48
1704,45,1.73,115,1.98,53,3,110,3.3,5.28
1705,45,1.73,115,1.98,60,93,110,102.3,104.28
1706,45,1.73,115,1.98,61,93,110,102.3,104.28
1707,45,1.73,115,1.98,61,94,110,103.4,105.38
1708,45,1.73,115,1.98,62,94,110,103.4,105.38
1709,45,1.73,115,1.98,62,94,110,103.4,105.38
1710,45,1.73,115,1.98,62,94,110,103.4,105.38
1711,45,1.73,115,1.98,63,94,110,103.4,105.38
1712,45,1.73,115,1.98,63,94,110,103.4,105.38
1713,45,1.73,115,1.98,63,93,110,102.3,104.28
1714,45,1.73,115,1.98,63,94,110,103.4,105.38
1715,45,1.73,115,1.98,63,94,110,103.4,105.38
1716,45,1.73,115,1.98,63,92,110,101.2,103.18
1717,45,1.73,115,1.98,64,93,110,102.3,104.28
1718,45,1.73,115,1.98,64,93,110,102.3,104.28
1719,45,1.73,115,1.98,64,94,110,103.4,105.38
1720,45,1.73,115,1.98,64,94,110,103.4,105.38
1721,45,1.73,115,1.98,64,93,110,102.3,104.28
1722,45,1.73,115,1.98,64,93,110,102.3,104.28
1723,45,1.73,115,1.98,65,93,110,102.3,104.28
1724,45,1.73,115,1.98,60,47,110,51.7,53.68
1725,45,1.73,115,1.98,57,0,110,0,1.98
1726,45,1.73,115,1.98,56,0,110,0,1.98
1727,45,1.73,115,1.98,57,20,110,22,23.98
1728,45,1.73,115,1.98,61,33,110,36.3,38.28
1729,45,1.73,115,1.98,61,55,110,60.5,62.48
1730,45,1.73,115,1.98,56,21,110,23.1,25.08
1731,45,1.73,115,1.98,55,0,110,0,1.98
1732,45,1.73,115,1.98,59,64,110,70.4,72.38
1733,45,1.73,115,1.98,57,54,110,59.4,61.38
1734,45,1.73,115,1.98,55,0,110,0,1.98
1735,45,1.73,115,1.98,56,47,110,51.7,53.68
1736,45,1.73,115,1.98,55,0,110,0,1.98
1737,45,1.73,115,1.99,60,34,110,37.4,39.39
1738,45,1.73,115,1.99,54,0,110,0,1.99
1739,45,1.73,115,1.99,58,65,110,71.5,73.49
1740,45,1.73,115,1.99,55,33,110,36.3,38.29
1741,45,1.73,115,1.99,58,49,110,53.9,55.89
1742,45,1.73,115,1.99,54,0,110,0,1.99
1743,45,1.73,115,1.99,54,0,110,0,1.99
1744,45,1.73,115,1.99,55,34,110,37.4,39.39
1745,45,1.73,115,1.99,55,30,110,33,34.99
1746,45,1.73,115,1.99,54,9,110,9.9,11.89
1747,45,1.73,115,1.99,60,45,110,49.5,51.49
1748,45,1.73,115,1.99,55,22,110,24.2,26.19
1749,45,1.73,115,1.99,54,9,110,9.9,11.89
1750,45,1.73,115,1.99,54,0,110,0,1.99
1751,45,1.73,115,1.99,55,30,110,33,34.99
1752,45,1.73,115,1.99,54,0,110,0,1.99
1753,45,1.73,115,1.99,56,55,110,60.5,62.49
1754,45,1.73,115,1.99,59,29,110,31.9,33.89
1755,45,1.73,115,1.99,60,30,110,33,34.99
1756,45,1.73,115,1.99,61,93,110,102.3,104.29
1757,45,1.73,115,1.99,62,93,110,102.3,104.29
1758,45,1.73,115,1.99,62,93,110,102.3,104.29
1759,45,1.73,115,1.99,62,94,110,103.4,105.39
1760,45,1.73,115,1.99,62,94,110,103.4,105.39
1761,45,1.73,115,1.99,63,93,110,102.3,104.29
1762,45,1.73,115,1.99,63,93,110,102.3,104.29
1763,45,1.73,115,1.99,60,71,110,78.1,80.09
1764,45,1.73,115,1.99,56,0,110,0,1.99
1765,45,1.73,115,1.99,55,0,110,0,1.99
1766,45,1.73,115,1.99,54,12,110,13.2,15.19
1767,45,1.73,115,1.99,56,46,110,50.6,52.59
1768,45,1.73,115,1.99,58,52,110,57.2,59.19
1769,45,1.73,115,1.99,54,0,110,0,1.99
1770,45,1.73,115,1.99,54,0,110,0,1.99
1771,45,1.73,115,1.99,56,54,110,59.4,61.39
1772,45,1.73,115,1.99,56,44,110,48.4,50.39
1773,45,1.73,115,1.99,54,14,110,15.4,17.39
1774,45,1.73,115,1.99,59,27,110,29.7,31.69
1775,45,1.73,115,1.99,58,49,110,53.9,55.89
1776,45,1.73,115,1.99,54,21,110,23.1,25.09
1777,45,1.73,115,1.99,53,0,110,0,1.99
1778,45,1.73,115,1.99,55,37,110,40.7,42.69
1779,45,1.73,115,1.99,60,47,110,51.7,53.69
1780,45,1.73,115,1.99,59,52,110,57.2,59.19
1781,45,1.73,115,1.99,53,0,110,0,1.99
1782,45,1.73,115,1.99,55,45,110,49.5,51.49
1783,45,1.73,115,1.99,53,0,110,0,1.99
1784,45,1.73,115,1.99,58,54,110,59.4,61.39
1785,45,1.73,115,1.99,55,38,110,41.8,43.79
1786,45,1.73,115,1.99,60,59,110,64.9,66.89
1787,45,1.73,115,1.99,55,30,110,33,34.99
1788,45,1.73,115,1.99,54,9,110,9.9,11.89
1789,45,1.73,115,1.99,53,0,110,0,1.99
1790,45,1.73,115,1.99,54,28,110,30.8,32.79
1791,45,1.73,115,1.99,53,0,110,0,1.99
1792,45,1.73,115,1.99,57,51,110,56.1,58.09
1793,45,1.73,115,1.99,57,32,110,35.2,37.19
1794,45,1.73,115,1.99,61,17,110,18.7,20.69
1795,45,1.73,115,1.99,61,93,110,102.3,104.29
1796,45,1.73,115,1.99,62,93,110,102.3,104.29
1797,45,1.73,115,1.99,61,94,110,103.4,105.39
1798,45,1.73,115,1.99,61,92,110,101.2,103.19
1799,45,1.73,115,1.99,62,93,110,102.3,104.29
1800,45,1.73,115,1.99,62,94,110,103.4,105.39
